Date,Net_Income,Depreciation,Change_in_Working_Capital,Capital_Expenditures,Investments,Operating_Cash_Flow,Free_Cash_Flow
2025-10-14,222513,2248,19927,31988,-26448,244688,212700
2025-10-15,447313,11239,15073,9010,21302,473625,464615
2025-10-16,637789,11704,-578,22694,-37504,648915,626221
2025-10-17,559917,9183,4522,28212,-45147,573622,545410
2025-10-18,179326,4166,-301,14942,-10430,183191,168249
2025-10-19,28730,2624,-6090,10304,30409,25264,14960
2025-10-20,210625,6226,1581,27943,-11599,218432,190489
2025-10-21,-112971,3317,8300,6932,-41009,-101354,-108286
2025-10-22,-321000,13994,-13794,35136,-17833,-320800,-355936
2025-10-23,59185,8694,3755,31051,-24095,71634,40583
2025-10-24,-310098,10732,15774,28433,22725,-283592,-312025
2025-10-25,-93401,3378,-12108,23634,5831,-102131,-125765
2025-10-26,150862,2638,-11894,16651,18704,141606,124955
2025-10-27,40439,2115,6225,16229,-58,48779,32550
2025-10-28,449099,6149,653,13009,9365,455901,442892
2025-10-29,425026,13787,13396,26933,-48885,452209,425276
2025-10-30,134326,2243,-12697,30134,12428,123872,93738
2025-10-31,-160126,9059,5934,19282,-47395,-145133,-164415
2025-11-01,395180,8373,-18604,19629,31694,384949,365320
2025-11-02,314262,2763,-12207,9835,2838,304818,294983
2025-11-03,-134562,12174,1948,12975,39261,-120440,-133415
2025-11-04,-144421,7142,-7179,11649,188,-144458,-156107
2025-11-05,-190324,3724,10914,39786,23239,-175686,-215472
2025-11-06,272240,8682,568,17465,41602,281490,264025
2025-11-07,238676,10134,-14339,12269,-36437,234471,222202
2025-11-08,452405,3741,-6726,20878,-9591,449420,428542
2025-11-09,-195212,3907,-18287,35751,-44677,-209592,-245343
2025-11-10,-103589,13418,16827,17180,34946,-73344,-90524
2025-11-11,179906,8050,-13439,28854,-35260,174517,145663
2025-11-12,388800,9531,11326,32897,-20045,409657,376760
2025-11-13,405215,2621,-13509,5317,11073,394327,389010
2025-11-14,-281651,10540,3744,11940,-35689,-267367,-279307
2025-11-15,-260007,8106,-4930,15120,23600,-256831,-271951
2025-11-16,7361,14379,13972,28682,-42199,35712,7030
2025-11-17,-468641,6942,-2633,24063,45352,-464332,-488395
2025-11-18,355025,6495,-16248,17946,-39361,345272,327326
2025-11-19,141445,12359,3057,21974,-47799,156861,134887
2025-11-20,335775,8444,15743,31322,-48551,359962,328640
2025-11-21,419388,7986,-14768,36755,-23236,412606,375851
2025-11-22,518575,11501,8529,18875,-4173,538605,519730
2025-11-23,159725,7336,10965,9171,-6165,178026,168855
2025-11-24,202894,5970,-12514,25903,-45864,196350,170447
2025-11-25,-360576,8279,966,20945,47327,-351331,-372276
2025-11-26,127108,10851,-3879,19094,15452,134080,114986
2025-11-27,21826,2651,12882,32668,11293,37359,4691
2025-11-28,153032,5209,3431,35380,-22979,161672,126292
2025-11-29,10516,14569,699,9033,-22420,25784,16751
2025-11-30,-13943,6544,905,30743,15520,-6494,-37237
2025-12-01,-156757,8061,16317,14320,29828,-132379,-146699
2025-12-02,-46963,10121,5263,23519,-1581,-31579,-55098
2025-12-03,-394569,6277,12727,5874,-36825,-375565,-381439
2025-12-04,66047,8616,621,37783,45259,75284,37501
2025-12-05,58326,6194,893,11555,63,65413,53858
2025-12-06,320749,13259,9107,8648,-44099,343115,334467
2025-12-07,-72470,11546,-10545,18952,-42962,-71469,-90421
2025-12-08,45173,14939,1388,6532,3478,61500,54968
2025-12-09,76300,11282,-9474,19097,43952,78108,59011
2025-12-10,-122565,14412,-9839,27508,-45206,-117992,-145500
2025-12-11,-247063,4914,2319,28956,41881,-239830,-268786
2025-12-12,-429560,6932,14836,18807,29927,-407792,-426599
2025-12-13,594805,14505,-2548,31103,1595,606762,575659
2025-12-14,81236,3215,5003,35840,-2312,89454,53614
2025-12-15,-167048,5875,3225,8366,41397,-157948,-166314
2025-12-16,217170,4137,1511,39580,-37094,222818,183238
2025-12-17,274696,14115,4899,13757,1056,293710,279953
2025-12-18,-198478,14676,19246,33733,8919,-164556,-198289
2025-12-19,521070,13269,-6816,14508,-31976,527523,513015
2025-12-20,-393534,9593,-15548,37221,-560,-399489,-436710
2025-12-21,462992,2003,9222,24346,-30837,474217,449871
2025-12-22,353596,2001,-15663,34870,-19370,339934,305064
2025-12-23,-170424,4146,-10484,9573,36739,-176762,-186335
2025-12-24,369114,5375,-7794,33691,40429,366695,333004
2025-12-25,251727,5142,-11115,15475,48211,245754,230279
2025-12-26,20616,13157,7141,37518,-48008,40914,3396
2025-12-27,170262,10234,363,26747,-3801,180859,154112
2025-12-28,397567,8987,9995,33550,-18667,416549,382999
2025-12-29,-90121,8589,-17038,35860,475,-98570,-134430
2025-12-30,355067,8242,14909,5637,18670,378218,372581
2025-12-31,-155447,10756,-2274,7550,18039,-146965,-154515
2026-01-01,102076,9273,17613,34292,34383,128962,94670
2026-01-02,-258458,5816,1790,31817,29155,-250852,-282669
2026-01-03,-89016,4087,3399,22435,2044,-81530,-103965
2026-01-04,111863,14036,-9651,31964,38601,116248,84284
2026-01-05,42566,6963,-6459,28778,-16281,43070,14292
2026-01-06,292514,3361,7619,23525,36857,303494,279969
2026-01-07,609750,10780,5442,8264,44735,625972,617708
2026-01-08,-72933,14857,-6676,29186,-31220,-64752,-93938
2026-01-09,177787,6778,4277,5740,-36585,188842,183102
2026-01-10,315768,8061,-13717,16947,18981,310112,293165
2026-01-11,228952,7715,-2819,7837,-23462,233848,226011
2026-01-12,145026,7566,-12815,5982,-2174,139777,133795
2026-01-13,91076,12998,12687,24015,9223,116761,92746
2026-01-14,202160,7232,-7589,7334,-3334,201803,194469
2026-01-15,-76042,5545,-11747,27773,154,-82244,-110017
2026-01-16,-396549,13793,11708,28269,-39282,-371048,-399317
2026-01-17,171994,5351,-16531,35993,41228,160814,124821
2026-01-18,234143,4085,-1831,37604,31605,236397,198793
2026-01-19,345900,6323,-13704,34485,-20913,338519,304034
2026-01-20,307620,11963,-4766,37490,8379,314817,277327
2026-01-21,-138299,5385,6057,31835,-47175,-126857,-158692
2026-01-22,447957,2009,4231,21857,10893,454197,432340
2026-01-23,-308962,2612,4507,20760,13586,-301843,-322603
2026-01-24,-15185,12526,-13056,32273,27285,-15715,-47988
2026-01-25,-184021,11291,10377,38302,28776,-162353,-200655
2026-01-26,317783,3868,-757,38507,-5246,320894,282387
2026-01-27,-185875,12601,4959,12073,3426,-168315,-180388
2026-01-28,-316521,13509,-16142,23434,46856,-319154,-342588
2026-01-29,-371635,13909,-19338,28785,-49718,-377064,-405849
2026-01-30,-166126,12196,-1282,38546,-36759,-155212,-193758
2026-01-31,-132953,12286,-11586,33085,34389,-132253,-165338
2026-02-01,-32276,12780,-932,19002,45302,-20428,-39430
2026-02-02,-32072,13664,-1968,13050,-32361,-20376,-33426
2026-02-03,288910,8847,-12204,29733,38562,285553,255820
2026-02-04,176389,10693,-14929,29700,29878,172153,142453
2026-02-05,179253,9423,9210,5502,-14168,197886,192384
2026-02-06,161090,2040,-19413,11289,-30952,143717,132428
2026-02-07,31088,8107,13555,21520,24860,52750,31230
2026-02-08,55820,8898,5989,32975,37258,70707,37732
2026-02-09,106776,10935,10842,16818,47746,128553,111735
2026-02-10,-316609,5421,-15279,17814,-16884,-326467,-344281
2026-02-11,223632,4459,-2899,20386,40632,225192,204806
2026-02-12,348420,12610,14466,8635,30932,375496,366861
2026-02-13,-406352,12038,-11928,26157,-31833,-406242,-432399
2026-02-14,-282213,5351,-13193,13574,2964,-290055,-303629
2026-02-15,61688,6172,1818,25860,-27352,69678,43818
2026-02-16,174028,3284,-6080,36133,-15159,171232,135099
2026-02-17,-91860,13367,-14738,13602,-12241,-93231,-106833
2026-02-18,349294,4814,-15312,25009,-44292,338796,313787
2026-02-19,-114836,12339,-14889,10551,-5533,-117386,-127937
2026-02-20,148443,12741,12212,15931,-45296,173396,157465
2026-02-21,-152431,13355,14518,25321,-39299,-124558,-149879
2026-02-22,-40343,2914,-10367,17132,26768,-47796,-64928
2026-02-23,-255531,10856,-15616,21662,-31038,-260291,-281953
2026-02-24,287984,13002,19930,38559,12031,320916,282357
2026-02-25,28756,12259,-9006,13108,-21106,32009,18901
2026-02-26,502499,12889,-12783,30903,38045,502605,471702
2026-02-27,-307134,3465,5289,39211,-1814,-298380,-337591
2026-02-28,-199634,5762,9061,39681,-12724,-184811,-224492
2026-03-01,338868,8525,-1531,12781,-49063,345862,333081
2026-03-02,-276550,9415,3277,27215,-21343,-263858,-291073
2026-03-03,-166934,14014,11051,11571,27937,-141869,-153440
2026-03-04,539391,9605,-15069,32240,47145,533927,501687
2026-03-05,234286,2661,-12229,28572,-15426,224718,196146
2026-03-06,247982,10918,-19223,22272,2570,239677,217405
2026-03-07,-52227,11122,-563,27374,31519,-41668,-69042
2026-03-08,592614,5662,-15414,28345,30340,582862,554517
2026-03-09,5375,3122,-10601,35690,21678,-2104,-37794
2026-03-10,117198,5030,-1849,32313,-14277,120379,88066
2026-03-11,-379900,2451,16839,23528,27851,-360610,-384138
2026-03-12,69413,12575,-5717,39053,-39675,76271,37218
2026-03-13,278712,6181,-579,33044,38427,284314,251270
2026-03-14,45545,4016,-19044,32722,35175,30517,-2205
2026-03-15,526601,8726,-9528,15004,29512,525799,510795
2026-03-16,189826,9836,-19201,14786,12586,180461,165675
2026-03-17,-311641,6094,264,25573,25984,-305283,-330856
2026-03-18,56057,13521,-14742,7043,-27381,54836,47793
2026-03-19,-166981,3217,-14511,26999,-10083,-178275,-205274
2026-03-20,411760,7924,19458,35614,25764,439142,403528
2026-03-21,458465,14701,4912,16100,-18107,478078,461978
2026-03-22,301614,12331,-14730,34702,47958,299215,264513
2026-03-23,-117002,7025,19729,20004,-3957,-90248,-110252
2026-03-24,-61847,2573,-7660,14144,-19746,-66934,-81078
2026-03-25,-15359,9541,-12289,12754,7434,-18107,-30861
2026-03-26,-286287,8168,9594,9664,-42714,-268525,-278189
2026-03-27,-154232,11790,13772,31032,12139,-128670,-159702
2026-03-28,-139176,11241,9474,27874,47962,-118461,-146335
2026-03-29,116617,14262,12874,30258,8429,143753,113495
2026-03-30,-74913,14334,-7058,27529,6548,-67637,-95166
2026-03-31,-18629,13118,4954,36312,-8217,-557,-36869
2026-04-01,54551,13793,-8805,22523,-3571,59539,37016
2026-04-02,-71571,5057,16236,29766,6641,-50278,-80044
2026-04-03,314020,2386,2684,11007,-27809,319090,308083
2026-04-04,-78326,6455,12798,22890,21040,-59073,-81963
2026-04-05,103705,9072,-16387,22946,6341,96390,73444
2026-04-06,491912,4522,-15248,29942,20298,481186,451244
2026-04-07,1198,4036,7163,10635,48524,12397,1762
2026-04-08,183726,14027,4874,25465,49443,202627,177162
2026-04-09,-75375,9804,-13797,36615,-31351,-79368,-115983
2026-04-10,100821,2231,-5184,23316,39105,97868,74552
2026-04-11,533619,7922,-3845,6450,5571,537696,531246
2026-04-12,390517,10159,9947,35071,40712,410623,375552
2026-04-13,273576,7459,19805,34525,26140,300840,266315
2026-04-14,182522,10975,-19521,20028,37481,173976,153948
2026-04-15,296103,6921,7662,15917,-35664,310686,294769
2026-04-16,-475760,2821,-7474,13553,-27933,-480413,-493966
2026-04-17,329097,8231,5415,36822,35616,342743,305921
2026-04-18,-270811,14818,13304,20067,-6742,-242689,-262756
2026-04-19,155525,2543,13572,33458,37967,171640,138182
2026-04-20,309491,7945,6302,20224,-8086,323738,303514
2026-04-21,70462,5725,10641,26899,-40981,86828,59929
2026-04-22,417509,14209,-6916,20596,34794,424802,404206
2026-04-23,138749,11162,3528,19412,42098,153439,134027
2026-04-24,381952,11873,17127,37534,38410,410952,373418
2026-04-25,477560,3048,-17912,16794,28621,462696,445902
2026-04-26,-100741,10256,-19467,21278,-16996,-109952,-131230
2026-04-27,322744,6517,-5706,28945,-15709,323555,294610
2026-04-28,90264,2648,-7002,36426,-40866,85910,49484
2026-04-29,485907,14046,-14257,39679,-36443,485696,446017
2026-04-30,442749,6261,-14357,24740,6673,434653,409913
2026-05-01,242024,5503,-19631,5463,3854,227896,222433
2026-05-02,8446,12160,-6965,29603,-969,13641,-15962
2026-05-03,140734,11105,17393,20511,-42728,169232,148721
2026-05-04,-296550,2161,-19867,13001,-38413,-314256,-327257
2026-05-05,-344684,14296,-7757,39113,-17518,-338145,-377258
2026-05-06,127479,6312,6216,38723,-29289,140007,101284
2026-05-07,292420,10453,7734,19470,-17971,310607,291137
2026-05-08,-339576,14494,-489,22313,-33283,-325571,-347884
2026-05-09,361015,6795,5407,22380,48448,373217,350837
2026-05-10,-251378,3406,-15283,28322,-21506,-263255,-291577
2026-05-11,-110574,3782,16600,34462,24587,-90192,-124654
2026-05-12,95902,3682,-17879,20077,-20548,81705,61628
2026-05-13,365517,3943,8138,35638,36383,377598,341960
2026-05-14,36201,5551,12879,18526,-24487,54631,36105
2026-05-15,293461,8552,-6326,37673,20666,295687,258014
2026-05-16,325752,11966,-7279,28462,-19325,330439,301977
2026-05-17,117063,4157,-12132,22477,32300,109088,86611
2026-05-18,356620,6825,4227,35781,27943,367672,331891
2026-05-19,-112095,9885,-8627,27650,-32034,-110837,-138487
2026-05-20,150164,2870,-4154,28680,7774,148880,120200
2026-05-21,80342,6997,8205,11010,-45875,95544,84534
2026-05-22,608286,9425,-14010,36297,-45113,603701,567404
2026-05-23,576348,6263,-5581,27259,44725,577030,549771
2026-05-24,238479,2048,-7839,35695,42954,232688,196993
2026-05-25,-48973,9072,-14381,30873,3673,-54282,-85155
2026-05-26,240066,14111,11859,29738,-21663,266036,236298
2026-05-27,98695,11129,15252,12019,29915,125076,113057
2026-05-28,-87771,11971,-11047,34732,-40972,-86847,-121579
2026-05-29,404257,12851,-2206,21217,-7458,414902,393685
2026-05-30,540309,9727,-2802,34702,7055,547234,512532
2026-05-31,606389,14939,12448,32254,12252,633776,601522
2026-06-01,172118,9001,-7079,38653,23090,174040,135387
2026-06-02,202903,9003,-2056,9083,-36641,209850,200767
2026-06-03,97558,12518,-13535,38889,-17724,96541,57652
2026-06-04,300699,14253,16358,13596,48948,331310,317714
2026-06-05,320479,2944,-7114,23926,7570,316309,292383
2026-06-06,-32525,7033,528,30135,-23122,-24964,-55099
2026-06-07,1679,6807,6864,26352,-8269,15350,-11002
2026-06-08,200296,4209,-10143,8303,-28477,194362,186059
2026-06-09,-371810,13819,867,5029,49327,-357124,-362153
2026-06-10,38544,8639,-14332,6643,-16186,32851,26208
2026-06-11,-437999,6636,1043,20726,-39403,-430320,-451046
2026-06-12,112558,4838,6353,18476,23523,123749,105273
2026-06-13,80253,8604,-6751,28002,44622,82106,54104
2026-06-14,22293,5424,-7073,5133,49609,20644,15511
2026-06-15,318289,12317,3924,6731,920,334530,327799
2026-06-16,-41879,11073,-9419,27029,-25401,-40225,-67254
2026-06-17,292716,11537,-6092,5902,31175,298161,292259
2026-06-18,147357,4893,-6590,8609,-49152,145660,137051
2026-06-19,-191936,10134,14521,29021,-21293,-167281,-196302
2026-06-20,-104163,5098,-13450,12985,19858,-112515,-125500
2026-06-21,374475,2549,1204,38611,-32208,378228,339617
2026-06-22,252171,12364,-14775,14253,43039,249760,235507
2026-06-23,-153923,11744,-2821,22427,42312,-145000,-167427
2026-06-24,-80626,14329,16925,32888,38643,-49372,-82260
2026-06-25,238536,9725,3759,39993,-12778,252020,212027
2026-06-26,-471005,9483,-5039,36625,-3966,-466561,-503186
2026-06-27,-369640,11962,-12111,22460,34058,-369789,-392249
2026-06-28,370307,11138,-8770,20145,-47275,372675,352530
2026-06-29,-372725,10641,18641,18106,1570,-343443,-361549
2026-06-30,207038,3798,-8284,5886,46249,202552,196666
2026-07-01,-18459,2068,8486,27662,-42154,-7905,-35567
2026-07-02,-30965,4931,14233,30032,21839,-11801,-41833
2026-07-03,-104190,7952,-6203,15889,5644,-102441,-118330
2026-07-04,-7685,7891,19338,6732,24528,19544,12812
2026-07-05,326534,6041,11128,39389,13162,343703,304314
2026-07-06,-121183,7135,-9001,28135,-34376,-123049,-151184
2026-07-07,254429,10933,638,35998,-27174,266000,230002
2026-07-08,126926,11566,-12668,20560,7820,125824,105264
2026-07-09,-94215,4594,8689,31415,-37294,-80932,-112347
2026-07-10,348502,8642,-3277,13261,38477,353867,340606
2026-07-11,-82823,9406,-4315,18171,4158,-77732,-95903
2026-07-12,34825,3345,-1017,22607,-17875,37153,14546
2026-07-13,125909,4521,-12854,9779,42041,117576,107797
2026-07-14,222761,10170,-12848,14593,-7536,220083,205490
2026-07-15,443581,9097,-15504,20417,33586,437174,416757
2026-07-16,9649,11560,-8993,8495,22508,12216,3721
2026-07-17,575685,8594,11978,22433,41224,596257,573824
2026-07-18,-77701,4158,-14705,6645,-31386,-88248,-94893
2026-07-19,-393750,9387,-6255,13464,-42350,-390618,-404082
2026-07-20,214843,2696,-13183,9215,-20605,204356,195141
2026-07-21,350088,11549,8186,17950,-11658,369823,351873
2026-07-22,224522,7187,-18480,39526,-32051,213229,173703
2026-07-23,-282011,4032,11093,23719,-28689,-266886,-290605
2026-07-24,-78792,13358,-13366,32825,20063,-78800,-111625
2026-07-25,417145,13084,13443,25248,33373,443672,418424
2026-07-26,64739,4776,3393,13962,-21115,72908,58946
2026-07-27,-131506,7009,9891,7891,32462,-114606,-122497
2026-07-28,35945,2245,-16698,23993,21320,21492,-2501
2026-07-29,220003,14729,-19039,13593,36280,215693,202100
2026-07-30,90669,11497,-10789,32219,32896,91377,59158
2026-07-31,-8860,12229,15602,34560,799,18971,-15589
2026-08-01,474310,9811,-11998,17509,-44848,472123,454614
2026-08-02,291198,6766,-2847,8278,-25640,295117,286839
2026-08-03,165647,13883,10796,22070,-45258,190326,168256
2026-08-04,121553,2052,16211,21407,36354,139816,118409
2026-08-05,195673,7434,10352,12640,19098,213459,200819
2026-08-06,244212,4485,6758,29599,26579,255455,225856
2026-08-07,298115,8946,-8703,5983,-16729,298358,292375
2026-08-08,226793,5793,11614,27877,-18924,244200,216323
2026-08-09,-259962,11914,13126,21284,-38932,-234922,-256206
2026-08-10,200257,5759,-10280,21694,2891,195736,174042
2026-08-11,532662,9332,18041,20481,43653,560035,539554
2026-08-12,76033,3186,-3575,30234,31415,75644,45410
2026-08-13,148751,11982,-13801,10780,-21865,146932,136152
2026-08-14,476838,9181,8003,18670,27809,494022,475352
2026-08-15,193430,12443,17731,38710,-12056,223604,184894
2026-08-16,-77584,8440,19309,14723,21204,-49835,-64558
2026-08-17,291643,6686,-11596,15209,-42844,286733,271524
2026-08-18,26455,7283,-5776,36552,-26908,27962,-8590
2026-08-19,362,10033,-9001,15903,-20866,1394,-14509
2026-08-20,191415,12628,707,31229,-11732,204750,173521
2026-08-21,146400,5976,-14098,10472,42887,138278,127806
2026-08-22,4701,3920,11666,25162,45907,20287,-4875
2026-08-23,-143058,6361,549,37053,-7172,-136148,-173201
2026-08-24,262516,5201,-4781,21374,-12153,262936,241562
2026-08-25,107400,4578,17431,12263,47346,129409,117146
2026-08-26,167822,11719,8239,17562,-36054,187780,170218
2026-08-27,-215892,4533,12729,39883,-10009,-198630,-238513
2026-08-28,429447,3427,-13091,35060,29994,419783,384723
2026-08-29,125566,3605,13944,15258,-17102,143115,127857
2026-08-30,227185,4544,10855,11399,31414,242584,231185
2026-08-31,-112573,13724,-8558,24228,-28948,-107407,-131635
2026-09-01,-176581,9006,10799,12918,-15459,-156776,-169694
2026-09-02,316815,13781,14651,33929,-1906,345247,311318
2026-09-03,-197830,6875,-6270,22287,-15840,-197225,-219512
2026-09-04,89356,12341,-10710,9327,37215,90987,81660
2026-09-05,252961,10414,19524,22068,-21447,282899,260831
2026-09-06,353956,10036,-15971,14058,22207,348021,333963
2026-09-07,365621,6409,-13820,32874,3169,358210,325336
2026-09-08,573817,7452,-14592,33498,33321,566677,533179
2026-09-09,619607,10114,-10856,24612,-23384,618865,594253
2026-09-10,-172044,9785,1645,6087,17455,-160614,-166701
2026-09-11,-380235,12962,-13723,10947,-7719,-380996,-391943
2026-09-12,129621,13165,-12786,13031,-46979,130000,116969
2026-09-13,-113405,10788,-6900,26261,24690,-109517,-135778
2026-09-14,170085,13329,11477,16546,-49639,194891,178345
2026-09-15,-250702,12758,15720,14511,12825,-222224,-236735
2026-09-16,335589,14322,13734,30374,32839,363645,333271
2026-09-17,111561,13735,17967,36632,-24298,143263,106631
2026-09-18,268198,6249,-5958,23796,-31367,268489,244693
2026-09-19,502617,11981,13894,26601,-44615,528492,501891
2026-09-20,168181,11175,-6919,18526,40398,172437,153911
2026-09-21,560359,5705,5542,26458,39026,571606,545148
2026-09-22,-424892,13855,7224,30320,-22881,-403813,-434133
2026-09-23,-188369,3773,-1453,9766,34190,-186049,-195815
2026-09-24,-96967,13854,-1339,10235,-48661,-84452,-94687
2026-09-25,360313,10464,-14142,37579,32366,356635,319056
2026-09-26,229666,13738,7728,34125,23580,251132,217007
2026-09-27,309793,2247,289,23044,-47765,312329,289285
2026-09-28,505410,3399,-10852,19338,33711,497957,478619
2026-09-29,-234524,8757,13555,32767,-2043,-212212,-244979
2026-09-30,389554,4839,8146,33088,212,402539,369451
2026-10-01,250242,14253,13252,26218,-26602,277747,251529
2026-10-02,308417,13663,5344,28065,-37380,327424,299359
2026-10-03,-115458,12692,18668,8601,38458,-84098,-92699
2026-10-04,144969,4766,6361,37960,-32473,156096,118136
2026-10-05,-283482,8043,8635,9051,7739,-266804,-275855
2026-10-06,-88425,8604,-11304,35582,-38360,-91125,-126707
2026-10-07,-60402,6632,2270,21979,-36177,-51500,-73479
2026-10-08,367348,13498,2019,11515,-23819,382865,371350
2026-10-09,243906,3141,-15632,14198,29870,231415,217217
2026-10-10,115655,2644,-15714,23357,28157,102585,79228
2026-10-11,21430,14820,1963,32851,43334,38213,5362
2026-10-12,260369,10323,6133,35711,48401,276825,241114
2026-10-13,-12336,3785,-6738,37553,39569,-15289,-52842
2026-10-14,-173117,13333,-19367,19723,-27394,-179151,-198874
2026-10-15,-111723,9242,3590,20090,4478,-98891,-118981
2026-10-16,222319,6716,16759,28223,-22980,245794,217571
2026-10-17,-394616,9685,17802,29697,-33777,-367129,-396826
2026-10-18,-9004,3336,-7157,36326,23732,-12825,-49151
2026-10-19,200630,3774,11199,8548,-21486,215603,207055
2026-10-20,251973,6096,8052,35125,-17186,266121,230996
2026-10-21,36698,11106,3263,35423,4770,51067,15644
2026-10-22,-21435,13081,12672,38576,40051,4318,-34258
2026-10-23,233812,6286,5987,31021,-1467,246085,215064
2026-10-24,-145446,6158,13273,28619,-17706,-126015,-154634
2026-10-25,117800,9162,935,14203,-1715,127897,113694
2026-10-26,-49439,11645,6882,7485,37745,-30912,-38397
2026-10-27,157420,2793,6461,38135,29204,166674,128539
2026-10-28,226364,4016,-13842,19639,29122,216538,196899
2026-10-29,570217,10274,-7004,37909,19054,573487,535578
2026-10-30,-74837,2350,10712,26501,5264,-61775,-88276
2026-10-31,38235,10789,10757,18319,38841,59781,41462
2026-11-01,19239,13800,-8840,16448,-15746,24199,7751
2026-11-02,362454,6585,-19656,27946,45556,349383,321437
2026-11-03,102270,2911,-5136,25070,4226,100045,74975
2026-11-04,-157660,12464,16147,17669,17947,-129049,-146718
2026-11-05,-289817,12442,-6480,19992,-138,-283855,-303847
2026-11-06,-93446,3250,-10001,20949,-9521,-100197,-121146
2026-11-07,-244446,5804,1219,23599,-6579,-237423,-261022
2026-11-08,190578,6401,-13404,23331,1760,183575,160244
2026-11-09,420931,11039,-2711,31576,47529,429259,397683
2026-11-10,109667,7424,-10022,18913,24253,107069,88156
2026-11-11,-96351,11023,-12219,31909,-34623,-97547,-129456
2026-11-12,23193,7104,-8069,37610,-42408,22228,-15382
2026-11-13,346666,12567,4432,11418,47507,363665,352247
2026-11-14,-55285,13074,17831,19418,43107,-24380,-43798
2026-11-15,-27365,14486,17039,35273,49702,4160,-31113
2026-11-16,-316920,4671,-972,32036,29093,-313221,-345257
2026-11-17,-21255,8710,18153,6471,-29567,5608,-863
2026-11-18,98792,7455,820,37984,6633,107067,69083
2026-11-19,216573,14578,-12169,25658,-9741,218982,193324
2026-11-20,-351575,4127,7123,21915,17009,-340325,-362240
2026-11-21,-388391,9349,7379,34342,34504,-371663,-406005
2026-11-22,-111068,11710,-13465,17281,19545,-112823,-130104
2026-11-23,555222,9625,-15100,19916,-32819,549747,529831
2026-11-24,281384,8260,13223,14381,47314,302867,288486
2026-11-25,-6658,10474,17016,11456,-21559,20832,9376
2026-11-26,215180,11321,-13816,17150,-11594,212685,195535
2026-11-27,272816,2873,17687,15198,33623,293376,278178
2026-11-28,361461,4340,-274,39330,-32240,365527,326197
2026-11-29,446647,10845,-615,34998,-15877,456877,421879
2026-11-30,405794,7673,3184,33049,23466,416651,383602
2026-12-01,442425,3663,-17186,6341,-23104,428902,422561
2026-12-02,-204366,7084,16715,39163,-14589,-180567,-219730
2026-12-03,229457,12490,-12690,8096,-17215,229257,221161
2026-12-04,145990,12851,-13049,15421,-3268,145792,130371
2026-12-05,374252,5426,-9624,24843,-19030,370054,345211
2026-12-06,-170043,4913,-15942,24739,-12033,-181072,-205811
2026-12-07,60109,8589,-13501,8082,2582,55197,47115
2026-12-08,9316,2191,-9235,9649,37674,2272,-7377
2026-12-09,-322389,12308,15882,36427,21512,-294199,-330626
2026-12-10,-146777,6759,-959,7643,-518,-140977,-148620
2026-12-11,-160680,11734,-14699,28328,-2514,-163645,-191973
2026-12-12,79894,11810,19482,23832,-46713,111186,87354
2026-12-13,355149,13356,8483,34901,-44305,376988,342087
2026-12-14,227106,4517,17497,13207,-5838,249120,235913
2026-12-15,205032,4606,12406,18747,-45403,222044,203297
2026-12-16,470166,3725,9916,36507,-48716,483807,447300
2026-12-17,27499,10745,11532,34015,-49642,49776,15761
2026-12-18,421008,10622,5604,6516,-13940,437234,430718
2026-12-19,303888,13108,-3685,39830,-35596,313311,273481
2026-12-20,-49212,2797,8521,21679,45073,-37894,-59573
2026-12-21,199390,12489,-16950,20122,-19308,194929,174807
2026-12-22,225220,9962,-11311,28533,23786,223871,195338
2026-12-23,90871,9792,11708,11936,45264,112371,100435
2026-12-24,405406,6801,17756,34977,40242,429963,394986
2026-12-25,611149,8885,-1561,33435,-9616,618473,585038
2026-12-26,-202522,11241,-10463,11923,-35861,-201744,-213667
2026-12-27,-317496,7471,-13037,10167,-32217,-323062,-333229
2026-12-28,-360775,3255,-1760,15994,-40887,-359280,-375274
2026-12-29,60788,5541,-19438,22578,-3305,46891,24313
2026-12-30,-273738,5115,-14714,37034,21702,-283337,-320371
2026-12-31,-131590,5209,-13242,8604,13646,-139623,-148227
2027-01-01,-114719,3293,-1277,30276,-49518,-112703,-142979
2027-01-02,-158785,10857,5344,28332,10605,-142584,-170916
2027-01-03,393158,7193,-15872,5901,25560,384479,378578
2027-01-04,258277,14834,-4860,12341,26035,268251,255910
2027-01-05,36040,14299,11186,19605,8560,61525,41920
2027-01-06,-202870,5952,-1977,16147,-42571,-198895,-215042
2027-01-07,31638,7564,-15316,38101,45494,23886,-14215
2027-01-08,-11796,6126,-17556,18498,-40513,-23226,-41724
2027-01-09,267668,7095,-16919,18040,-22272,257844,239804
2027-01-10,512126,5250,-10259,24083,-39625,507117,483034
2027-01-11,490290,10796,16358,5027,45843,517444,512417
2027-01-12,268682,14926,-9711,38304,9294,273897,235593
2027-01-13,-2597,8718,-5767,25544,-9311,354,-25190
2027-01-14,-116822,11704,7601,38367,32830,-97517,-135884
2027-01-15,120157,7940,936,39028,-46383,129033,90005
2027-01-16,5175,11133,-1391,19199,15123,14917,-4282
2027-01-17,241143,5881,-17356,25609,-36912,229668,204059
2027-01-18,523823,11077,-18006,24287,-25092,516894,492607
2027-01-19,-337255,14694,-8251,11444,4138,-330812,-342256
2027-01-20,92739,6710,5577,23644,27046,105026,81382
